id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,pseudo_time,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,exact_compare,relaxed_compare
gdelt_47d8f7c9,zh-cn,美国纽约州要求社交媒体强化警示青少年功能 - 新华网,2025-12-28 19:15:00,2025-12-28 19:15:00,2025-12-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4828c5ee,zh-cn,兰洽会庆阳市签约62个项目 - 新华网,2025-07-06 14:45:00,2025-07-06 14:45:00,2025-07-06 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_489d1af6,ne,दलाई लामा का ट्रस्ट तय करेगा उनका उत्तराधिकारी – DW – 02 . 07 . 2025,2025-07-02 14:45:00,2025-07-02 14:45:00,2025-07-02 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_48bb49fe,fr,"Chine : création de 6 , 95 millions demplois urbains au premier semestre , 58 % de son objectif annuel atteint - Xinhua",2025-07-22 16:15:00,2025-07-22 16:15:00,2025-07-22 16:15:00,,,,0,0,0,0,0,0,na,na
gdelt_48e0e26a,en,LIVE : Israel kills 84 Palestinians in war - devastated Gaza strikes | Israel - Palestine conflict News,2025-09-25 01:00:00,2025-09-25 01:00:00,2025-09-25 01:00:00,,,,0,0,0,0,0,0,na,na
gdelt_492c70b5,es,Comentario : Se necesitan esfuerzos conjuntos para garantizar estabilidad y sostenibilidad de los vínculos económicos China - EE . UU . ,2026-03-15 20:00:00,2026-03-15 20:00:00,2026-03-15 20:00:00,,,,0,0,0,0,0,0,na,na
gdelt_49ea1808,en,US Supreme Court to review gun restrictions for illegal drug users,2025-10-21 02:45:00,2025-10-21 02:45:00,2025-10-21 02:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4ac47b4f,zh-cn,投贷保联动支持科技企业成长 - 新华网,2025-06-10 12:00:00,2025-06-10 12:00:00,2025-06-10 12:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4acc7be8,ko, 《 科学 》 杂志发表我国科研新成果 为精准医学提供新工具 - 新华网,2026-01-02 21:45:00,2026-01-02 21:45:00,2026-01-02 21:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4ad82293,zh-cn,  我是厨神  美食嘉年华在南京开幕 _ 新华网江苏频道,2026-02-01 11:30:00,2026-02-01 11:30:00,2026-02-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4b06abf0,fr,Le Parlement européen reporte lapprobation de laccord commercial UE - Etats - Unis après les menaces tarifaires de Trump liées au Groenland - Xinhua,2026-01-22 08:30:00,2026-01-22 08:30:00,2026-01-22 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_4b09a0a1,es,General israelí : línea de repliegue en Gaza es la frontera – DW – 07 / 12 / 2025,2025-12-08 06:45:00,2025-12-08 06:45:00,2025-12-07 00:00:00,2025-01-01 00:00:00,year,07 / 12 / 2025,1,1,1,1,1,1,tie,tie
gdelt_4b3e1409,nl,Howard Sapers | Al Jazeera,2026-03-23 01:15:00,2026-03-23 01:15:00,2026-03-19 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4b7bb8eb,en,LIVE : Syria army leads fierce battle with SDF in Aleppo neighbourhoods | Armed Groups News,2026-01-09 05:00:00,2026-01-09 05:00:00,2026-01-09 05:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4b8329aa,en,Councils blame rising costs for drop in swimming pool temperatures,2025-08-13 15:45:00,2025-08-13 15:45:00,2025-08-13 15:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4b95d9ec,en,"Trump hits Russia , backs Israel in wide - ranging UN speech",2025-09-24 08:30:00,2025-09-24 08:30:00,2025-09-24 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_4ba1ede8,sw,Msaada wa Ulaya barani Afrika haujafikia lengo lake – DW – 20 . 11 . 2025,2025-11-20 19:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_4ba40de6,en,Black pepper and olive oil : The ingredients that super - charge the nutrients you get from food,2026-01-19 22:00:00,2026-01-19 22:00:00,2026-01-19 22:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4bba33fe,fr,La République de Corée réaffirme sa souveraineté sur les îlots Dokdo contre une récente revendication de la PM japonaise - Xinhua,2025-12-10 10:15:00,2025-12-10 10:15:00,2025-12-06 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4c011cba,en,Streeting rules out VAT on private healthcare,2025-09-30 17:00:00,2025-09-30 17:00:00,2025-09-30 17:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4c19b7c1,en,Investigators find black boxes from crashed Russia plane,2025-07-26 03:45:00,2025-07-26 03:45:00,2025-07-26 03:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4c73f17a,zh-cn,2025年六五环境日河北省主场活动在邯郸举办 - 新华网河北频道 - 新华网,2025-06-04 14:15:00,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-01-01 00:00:00,year,2025年,1,1,1,1,1,1,tie,tie
gdelt_4c9c1e09,fa,بحران کم‌آبی در ایران ؛ « تا ۱۰ روز آینده باران نمی‌بارد » ,2025-11-09 22:00:00,2025-11-09 22:00:00,2025-10-30 22:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4cb7a9b9,bg,След руски плен :  Мразя руснаците с цялото си сърце  – DW – 19 . 06 . 2025,2025-07-20 19:30:00,2025-07-20 19:30:00,2025-06-19 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_4cbacec1,en,"Thinking Machines Lab co - founder Tulloch departs for Meta , WSJ reports",2025-10-12 14:45:00,2025-10-12 14:45:00,2025-10-12 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4cbe103f,id,Myanmar junta says demolishing 150 scam hub buildings,2025-11-09 18:30:00,2025-11-09 18:30:00,2025-11-09 18:30:00,,,,0,0,0,0,0,0,na,na
gdelt_4cc693b9,et,"Trump kupokelewa kishujaa Israel , kuhutubia Knesset – DW – 13 . 10 . 2025",2025-10-13 11:30:00,2025-10-13 11:30:00,2025-10-13 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_4d2b3e55,en,F1 mailbag : How concerned should McLaren drivers be about Max Verstappen ? ,2025-09-24 19:30:00,2025-09-24 19:30:00,2025-09-24 19:30:00,,,,0,0,0,0,0,0,na,na
gdelt_4d4631ec,sw,"Ujerumani , nchi zingine zaadhimisha Siku ya Wanawake Duniani",2026-03-09 01:00:00,2026-03-09 01:00:00,2026-03-09 01:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4dee7b0e,ru,Cаммит ШОС принял итоговую декларацию без упоминания Украины – DW – 01 . 09 . 2025,2025-09-02 01:30:00,2025-09-02 01:30:00,2025-09-01 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_4e46dfb6,zh-cn,新华时评 · 树立和践行正确政绩观丨  骂声  何尝不是改进工作的鞭策声 - 新华网,2026-03-24 10:00:00,2026-03-24 10:00:00,2026-03-24 10:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4e6f4605,pl,Karol Nawrocki wygrał wybory prezydenckie – DW – 02 . 06 . 2025,2025-06-02 14:30:00,2025-06-02 14:30:00,2025-06-02 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_4e86e2bb,en,Palestinians see  new Nakba  in West Bank villages as demolitions return | Israel - Palestine conflict,2025-10-15 04:45:00,2025-10-15 04:45:00,2025-10-15 04:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4edbe5f3,en,US plans to ask visitors to share 5 years of social media history to enter,2025-12-11 10:15:00,2020-12-11 10:15:00,2025-12-11 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_4f2b4942,en,China names new Central Military Commission vice chair amid ruling elite biggest shake - up in 8 years,2025-10-23 19:00:00,2017-10-23 19:00:00,2025-10-23 19:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4f3d5b20,ca,"Alba financial difficulties due to fraud , leader claims",2026-02-23 19:30:00,2026-02-23 19:30:00,2026-02-19 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_4f556fe1,en,"What are prop bets , and what does the latest gambling scandal mean for regulation ? ",2025-10-25 05:15:00,2025-10-25 05:15:00,2025-10-25 05:15:00,,,,0,0,0,0,0,0,na,na
gdelt_4f66f84c,en,"Iran live news : Trump under fire from Democrats , Israel pounds Lebanon | Israel - Iran conflict News",2026-03-04 18:45:00,2026-03-04 18:45:00,2026-03-04 18:45:00,,,,0,0,0,0,0,0,na,na
gdelt_4f91e6f9,en,Canadian police say 10 dead in British Columbia Tumbler Ridge shooting | Gun Violence News,2026-02-11 12:15:00,2026-02-11 12:15:00,2026-02-11 12:15:00,,,,0,0,0,0,0,0,na,na
gdelt_4fe571cb,ru,ЕС обсуждает санкции против портов Грузии и Индонезии,2026-02-10 08:30:00,2026-02-10 08:30:00,2026-02-10 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_4ff849c4,es,"Coalición gobernante de Japón aseguraría mayoría de escaños en la Cámara Baja , según sondeo de NHK",2026-02-08 22:15:00,2026-02-08 22:15:00,2026-02-08 22:15:00,,,,0,0,0,0,0,0,na,na
gdelt_501fa085,en,Trump says US will send second aircraft carrier to Middle East  very soon  | Donald Trump News,2026-02-14 08:30:00,2026-02-14 08:30:00,2026-02-14 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_50aa093f,es,Balotaje en Portugal le da triunfo a la izquierda,2026-02-09 07:00:00,2026-02-09 07:00:00,2026-02-01 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_50fc4dbb,zh-cn,昆明卷烟厂曹剑成 ： 与机械设备对话的  技术能手 - 新华网,2025-06-03 21:45:00,2025-06-03 21:45:00,2025-06-03 21:45:00,,,,0,0,0,0,0,0,na,na
gdelt_51378c03,en,Indiana didnt just win with transfers it won with Hoosiers who stayed and came back,2026-01-22 20:15:00,2026-01-22 20:15:00,2026-01-22 20:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5170dd65,en,"What Im hearing about the Oriole interest in Justin Verlander , and more MLB notes",2026-01-17 14:15:00,2026-01-17 14:15:00,2026-01-17 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_518035b0,zh-cn,浙江龙泉新晋2个省级人文乡村 - 新华网,2026-01-08 19:45:00,2026-01-08 19:45:00,2026-01-08 19:45:00,,,,0,0,0,0,0,0,na,na
gdelt_51ecc101,zh-cn,北京警方严打无人机  黑飞  查处案件51起 - 新华网,2025-10-15 12:45:00,2025-10-15 12:45:00,2025-10-15 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_521d841b,ko,福建顺昌 ： 高龄津贴  免申即享  暖人心 - 新华网,2026-03-24 13:00:00,2026-03-24 13:00:00,2026-03-24 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_52766576,vi,Ông Trump công bố thuế mới cho Việt Nam : 20 % là cao hay thấp ? ,2025-07-03 16:30:00,2025-07-03 16:30:00,2025-07-03 16:30:00,,,,0,0,0,0,0,0,na,na
gdelt_52aa2feb,zh-cn,哈尔滨打造夏季文旅新体验 - 新华网,2025-08-04 11:00:00,2025-08-04 11:00:00,2025-08-04 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_52d1e2b7,ko,"자판기에서 나오는 책 ... 中 홍콩 , 스마트 기술로 북 크로싱 열기  UP - Xinhua",2026-02-10 11:15:00,2026-02-10 11:15:00,2026-02-10 11:15:00,,,,0,0,0,0,0,0,na,na
gdelt_536146b1,en,Porth homes evacuated after sinkhole swallows road sweeper,2026-02-04 02:30:00,2026-02-04 02:30:00,2026-02-04 02:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5387d4d8,en,Mediators propose framework for crucial Iran - US talks this week,2026-02-05 01:30:00,2026-02-05 01:30:00,2026-02-05 01:30:00,,,,0,0,0,0,0,0,na,na
gdelt_538e9aac,en,US dramatically escalates air strikes on Somalia under Trump this year,2025-12-17 23:00:00,2025-12-17 23:00:00,2025-12-17 23:00:00,2025-01-01 00:00:00,year,this year,1,1,1,1,1,1,tie,tie
gdelt_53adae2d,en,News analysis : Should the position of Leader of the Opposition be institutionalised ? ,2026-01-17 09:15:00,2026-01-17 09:15:00,2026-01-17 09:15:00,,,,0,0,0,0,0,0,na,na
gdelt_53cc1ac5,en,"Israeli raids in major occupied West Bank cities lead to arrests , injuries",2025-09-01 06:45:00,2025-09-01 06:45:00,2025-09-01 06:45:00,,,,0,0,0,0,0,0,na,na
gdelt_5414a0b3,en,Island near Portmeirion is for sale - but you may need waders to reach it,2026-02-10 08:45:00,2026-02-10 08:45:00,2026-02-10 08:45:00,,,,0,0,0,0,0,0,na,na
gdelt_544a59a0,ca,Kim Jong - un llega a Pekín para asistir a desfile militar – DW – 02 / 09 / 2025,2025-09-02 18:00:00,2025-09-02 18:00:00,2025-09-02 00:00:00,2025-01-01 00:00:00,year,02 / 09 / 2025,1,1,1,1,1,1,tie,tie
gdelt_546373a5,en,Sanctions are not a humane alternative to war,2025-11-12 21:45:00,2025-11-12 21:45:00,2025-11-12 21:45:00,,,,0,0,0,0,0,0,na,na
gdelt_548e9276,en,Madagascar Gen Z protests : President Andry Rajoelina appoints army general as PM,2025-10-07 18:30:00,2025-10-07 18:30:00,2025-10-07 18:30:00,,,,0,0,0,0,0,0,na,na
gdelt_54ce563a,en,British Grand Prix : Lewis Hamilton says Ferrari was  most difficult car Ive driven in these conditions  ,2025-07-07 09:45:00,2025-07-07 09:45:00,2025-07-07 09:45:00,,,,0,0,0,0,0,0,na,na
gdelt_54d4f275,en,Stormont set to back bid for Women World Cup matches in Belfast,2025-10-16 14:30:00,2025-10-16 14:30:00,2025-10-16 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_54eb63d5,zh-cn,浙江规上工业企业突破6万家 - 新华网,2025-09-07 10:15:00,2025-09-07 10:15:00,2025-09-07 10:15:00,,,,0,0,0,0,0,0,na,na
gdelt_55132474,en,Russia may gain more than lose from a US intervention in Venezuela,2025-12-29 20:30:00,2025-12-29 20:30:00,2025-12-29 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_55b3fc8a,zh-cn,美国再在委内瑞拉扣押一艘油轮 委 ： 严重国际海盗行为 – DW – 2025年12月21日,2025-12-22 00:15:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,day,2025年12月21日,1,1,1,1,1,1,tie,tie
gdelt_55eceab1,de,Best Restaurants in NYC,2025-06-03 14:30:00,2025-06-03 14:30:00,2025-06-03 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_55fccf6c,no,Trump says not planning US strikes on Venezuela,2025-11-01 11:00:00,2025-11-01 11:00:00,2025-10-29 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_55ffcd9f,de,Weltpremiere : Mexikaner bestimmen die Richter des Landes – DW – 02 . 06 . 2025,2025-06-02 19:15:00,2025-06-02 19:15:00,2025-06-02 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_563efb2a,en,Texas Ninth Congressional District Primary Election Results 2026,2026-03-04 03:15:00,2026-03-04 00:00:00,2026-03-04 00:00:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_5641f47e,es,30 años de paz : Guatemala sigue en conflicto con el pasado – DW – 16 / 12 / 2025,2025-12-17 01:15:00,2025-12-17 01:15:00,2025-12-16 00:00:00,2025-01-01 00:00:00,year,16 / 12 / 2025,1,1,1,1,1,1,tie,tie
gdelt_5667d0f8,en,Burnley ? Detroit . Leeds ? Flamingo Land . Fulham ? Mongolia : The strange world of football travel tie - ins,2025-11-18 14:30:00,2025-11-18 14:30:00,2025-11-18 14:30:00,,,,0,0,0,0,0,0,na,na
gdelt_56f75417,tr,Yerleşimcilerin Filistinlileri Batı Şeriadan kovma planları,2025-08-12 11:30:00,2025-08-12 11:30:00,2025-08-12 11:30:00,,,,0,0,0,0,0,0,na,na
gdelt_57124ecc,en,Senior Russian diplomat says potential Putin - Trump summit is on the agenda,2025-11-22 22:00:00,2025-11-22 22:00:00,2025-11-22 22:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5727187f,en,Rupert Murdoch seals deal passing control of media empire to eldest son,2025-09-09 12:45:00,2025-09-09 12:45:00,2025-09-09 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_577ed542,en,LIVE : Israel Gaza City occupation plan condemned as 4 more die of hunger | Israel - Palestine conflict News,2025-08-09 14:45:00,2025-08-09 14:45:00,2025-08-09 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_57ac0eaf,zh-cn,霍尔木兹海峡  锁喉  影响 ： 日韩面临危机 、 中国提前囤油 、 俄罗斯大赚一笔,2026-03-16 11:45:00,2026-03-16 11:45:00,2026-03-16 11:45:00,,,,0,0,0,0,0,0,na,na
gdelt_57afce3b,sw,"Mzozo kati ya Israel na Palestina : Kwanini mji wa Jerusalem ni mji mtakatifu kwa Waislamu , Wakristo na Wayahudi",2025-11-12 07:00:00,2025-11-12 07:00:00,2025-11-12 07:00:00,,,,0,0,0,0,0,0,na,na
gdelt_583c4b18,ko,GDP 3경원 육박 ... 글로벌 관점에서 바라본 2025년 中 경제 성과 - Xinhua,2026-02-09 16:00:00,2026-02-09 16:00:00,2026-02-09 16:00:00,,,,0,0,0,0,0,0,na,na
gdelt_584dfacc,en,"Jail , caning for man who cursed at NEA officers over discarded cigarette , tried to rob store wielding metal rod",2025-07-21 13:30:00,2025-07-21 13:30:00,2025-07-21 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_586fdb70,fa,صدها گروه‌ بشردوستانه از اسرائیل خواستند از « کمک‌ها به عنوان نوعی سلاح » در غزه استفاده نکند,2025-08-14 14:45:00,2025-08-14 14:45:00,2025-08-14 14:45:00,,,,0,0,0,0,0,0,na,na
gdelt_587208e7,en,Commentary : Fighting dementia could be as easy as the shingles vaccine,2025-12-14 06:30:00,2025-12-14 06:30:00,2025-12-14 06:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5901b1ca,en,Ireland : How will energy crisis hit the economy ? ,2026-03-28 15:00:00,2026-03-28 15:00:00,2026-03-28 15:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5901e7d1,en,Wale first minister Eluned Morgan refuses to support Sir Keir Starmer,2026-01-28 19:45:00,2026-01-28 19:45:00,2026-01-28 19:45:00,,,,0,0,0,0,0,0,na,na
gdelt_59399eb5,pl,Jak zapobiegać demencji . Rady ekspertów – DW – 21 . 09 . 2025,2025-09-21 19:30:00,2025-09-21 19:30:00,2025-09-21 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_5963613f,sw,Kwa nini kuenea kwa magonjwa kutoka kwa wanyama kwenda kwa binadamu kunakuwa rahisi zaidi na hatari zaidi,2026-01-06 19:00:00,2026-01-06 19:00:00,2026-01-06 19:00:00,,,,0,0,0,0,0,0,na,na
gdelt_599f9156,ar,مرحلتان من عمرك يشيخ فيهما جسدك بشكل مفاجئ ! – DW – 2025 / 10 / 19,2025-10-19 23:00:00,2025-10-19 23:00:00,2025-10-19 00:00:00,2025-01-01 00:00:00,year,2025 / 10 / 19,1,1,1,1,1,1,tie,tie
gdelt_59ab2e3a,sw,Ulaya na Australia zakubaliana biashara huria,2026-03-24 22:30:00,2026-03-24 22:30:00,2026-03-24 22:30:00,,,,0,0,0,0,0,0,na,na
gdelt_59ea78ac,zh-cn,赴美学生签总量下降 ， 印度骤减近一半 – DW – 2025年10月8日,2025-10-08 16:15:00,2025-10-08 00:00:00,2025-10-08 00:00:00,2025-10-08 00:00:00,day,2025年10月8日,1,1,1,1,1,1,tie,tie
gdelt_5a124bf9,en,BBC News secures seven awards at the RTS Television Journalism Awards 2026,2026-03-09 05:30:00,2026-03-09 00:00:00,2026-03-09 00:00:00,2026-01-01 00:00:00,year,2026,1,1,1,1,1,1,tie,tie
gdelt_5a1c0a97,en,"See How Trump Big Bill Could Affect Your Taxes , Health Care and Other Finances",2025-07-04 04:15:00,2025-07-04 04:15:00,2025-07-04 04:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5a341a17,ko,广播剧 《 三毛之父  张乐平 》 上线 - 新华网,2025-09-05 19:00:00,2025-09-05 19:00:00,2025-09-05 19:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5a3bd981,en,"Indonesia lets Elon Musk Grok resume , lifting ban over sexualised images",2026-02-01 17:15:00,2026-02-01 17:15:00,2026-02-01 17:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5a9dd0c7,en,Singapore - Indonesia joint task force to study development of sustainable industrial zone,2025-06-13 23:45:00,2025-06-13 23:45:00,2025-06-13 23:45:00,,,,0,0,0,0,0,0,na,na
gdelt_5ab380f1,en,"  More transparency  needed on immigration status of suspects , says Cooper",2025-08-05 18:15:00,2025-08-05 18:15:00,2025-08-05 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5b18971a,en,  We just sit and cry : Gaza cancer patients die waiting for treatment | Israel - Palestine conflict News,2026-01-09 14:15:00,2026-01-09 14:15:00,2026-01-07 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5b2d6e05,pl,Media publiczne pod presją . Reporterzy Bez Granic ostrzegają – DW – 21 . 07 . 2025,2025-07-22 00:30:00,2025-07-22 00:30:00,2025-07-21 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_5b2eab39,en,Why Mercede engine loophole dispute suddenly has eight F1 cars at risk,2026-02-12 20:30:00,2026-02-12 20:30:00,2026-02-12 20:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5b3ba617,ro,Berlinale faces difficult balancing act in Gaza debate,2026-02-24 01:00:00,2026-02-24 01:00:00,2026-02-24 01:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5b46ed95,pt,Israel e Irã atacam infraestrutura - chave no Oriente Médio,2026-03-08 19:15:00,2026-03-08 19:15:00,2026-03-08 19:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5ba47d10,uk,Німеччина вдруге стала чемпіоном Європи з баскетболу – DW – 15 . 09 . 2025,2025-09-15 13:45:00,2025-09-15 13:45:00,2025-09-15 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_5bd75879,ru,Европейские лидеры назвали угрозы Трампа ввести пошлины из - за Гренландии неприемлемыми,2026-01-18 21:00:00,2026-01-18 21:00:00,2026-01-18 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5c484a7c,ko,中 지난해 가전제품 · 통신기기 소매판매액 모두 210조원 넘어 - Xinhua,2026-01-22 08:30:00,2026-01-22 08:30:00,2026-01-22 08:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5c550a66,ko,海南上半年推广新能源汽车5 . 97万辆 - 新华网,2025-08-03 11:00:00,2025-08-03 11:00:00,2025-06-30 00:00:00,2025-01-01 00:00:00,month,上半年,1,1,0,0,0,0,tie,tie
gdelt_5c566c4e,en,BBC says broadcast of racial slur at Baftas was  genuine mistake  ,2026-03-06 21:00:00,2026-03-06 21:00:00,2026-03-06 21:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5c5c4091,en,Singapore key exports fall 4 . 6 % in July ; drop steeper than expected,2025-08-18 11:30:00,2025-07-18 00:00:00,2025-07-31 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5c97e0e3,en,How the EU wants to get Gen Z on board – DW – 10 / 13 / 2025,2025-10-13 20:15:00,2025-10-13 00:00:00,2025-10-13 00:00:00,2025-01-01 00:00:00,year,10 / 13 / 2025,1,1,1,1,1,1,tie,tie
gdelt_5d0d1c95,en,On The Red Dot : For Better Or For Boss - Aliff Nasi Lemak,2025-11-02 00:00:00,2025-11-02 00:00:00,2025-11-02 00:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5d1f09bb,en,UK plans to recognise Palestinian state in September unless Israel takes action,2025-07-30 01:45:00,2025-09-30 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,month,in September,1,1,1,1,1,1,tie,tie
gdelt_5d260a5a,en,Home by the Singapore River in District 9,2026-02-20 10:00:00,2026-02-20 10:00:00,2026-02-20 10:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5d9b576f,en,  I was educated not to think : How Hitler architect escaped the death penalty,2025-10-13 18:15:00,2025-10-13 18:15:00,2025-10-13 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5da43164,uk,ЗМІ : США захопили вже третій танкер із венесуельською нафтою – DW – 21 . 12 . 2025,2025-12-22 03:00:00,2025-12-22 03:00:00,2025-12-21 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_5dbe3de1,en,Madagascar anti - corruption chief appointed as new PM,2026-03-16 04:45:00,2026-03-16 04:45:00,2026-03-16 04:45:00,,,,0,0,0,0,0,0,na,na
gdelt_5e2e3c26,en,Clippers bounce back in home opener by running and adjusting lineups around stars,2025-10-26 02:15:00,2025-10-26 02:15:00,2025-10-26 02:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5e475fc5,tr,Myanmar – DW,2025-12-29 05:30:00,2025-12-29 05:30:00,2025-12-29 05:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5e83978d,en,Floods hit Sri Lanka capital as cyclone death toll rises to 159,2025-11-30 14:15:00,2025-11-30 14:15:00,2025-11-30 14:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5ed2b7d1,en,Indiana vs . Oregon CFP takeaways : Hoosiers hit the afterburners to earn national title trip,2026-01-10 13:00:00,2026-01-10 13:00:00,2026-01-10 13:00:00,,,,0,0,0,0,0,0,na,na
gdelt_5edb96be,zh-cn,浙江省浙商涉外法律服务中心启用 - 新华网,2025-11-24 11:15:00,2025-11-24 11:15:00,2025-11-24 11:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5edee272,en,"LIVE : Israel kills 56 aid seekers as 22 , 000 aid trucks stuck outside Gaza | Israel - Palestine conflict News",2025-08-04 13:30:00,2056-08-04 00:00:00,2025-08-04 13:30:00,,,,0,0,0,0,0,0,na,na
gdelt_5f54a8f9,en,Iran war : What is happening on day 32 of US - Israel attacks ? ,2026-03-31 18:15:00,2026-03-31 18:15:00,2026-03-31 18:15:00,,,,0,0,0,0,0,0,na,na
gdelt_5ff130b3,uk,У Росії відновлюють пряме залізничне сполучення з Пхеньяном – DW – 10 . 06 . 2025,2025-06-10 18:00:00,2025-06-10 18:00:00,2025-06-10 00:00:00,2025-01-01 00:00:00,year,2025,1,1,1,1,1,1,tie,tie
gdelt_6037f637,en,Monsoon mayhem : Why lashing rains wreak havoc annually in India cities,2025-06-03 08:45:00,2025-06-03 08:45:00,2025-06-03 08:45:00,,,,0,0,0,0,0,0,na,na
gdelt_60d5b38c,en,"US launches review of advanced Nvidia AI chip sales to China , sources say",2025-12-19 12:45:00,2025-12-19 12:45:00,2025-12-19 12:45:00,,,,0,0,0,0,0,0,na,na
gdelt_60fb9e5e,so,Trump oo dalalka Yurub ku tilmaamay  kuwo daxaleystay  iyo hoggaamiyeyaal  daciif ah  ,2025-12-10 11:00:00,2025-12-10 11:00:00,2025-12-10 11:00:00,,,,0,0,0,0,0,0,na,na
gdelt_610fa904,en,Trump live news : US president says  framework  reached for Greenland deal | Donald Trump News,2026-01-22 06:15:00,2026-01-22 06:15:00,2026-01-22 06:15:00,,,,0,0,0,0,0,0,na,na
